,Player Info,,,,,,,,,,Physical Ratings,,,,,,,Ball Carrier Ratings,,,,,,,Receiving Ratings,,,,,,,Passer Ratings,,,,,,,,Blocking Ratings,,,,,,,,Tackling Ratings,,,Coverage Ratings,,,,Pass Rush Ratings,,,Special Teams Ratings,,,Injury Ratings,,,Contract Info,,Misc Info,,,,,,,,,,,,
60,Saints,MLB,MLB_FieldGeneral,56,Demario,Davis,32,74,248,91,85,88,80,72,85,86,93,62,25,25,15,45,45,20,60,15,15,12,15,5,5,25,6,6,6,16,6,6,12,45,45,45,45,45,45,86,24,92,88,91,72,79,40,91,57,63,81,26,20,10,94,91,90,"$17,000,000 ","$18,700,000 ",Long Stride Default,32519,9,Right,Arkansas St.,5132,27,11555,Demario Davis,DavisDemario_11555,launch-ratings,published,
61,Eagles,C,C_Agile,62,Jason,Kelce,33,75,295,91,72,82,74,59,85,75,92,40,14,10,10,10,10,10,40,15,15,15,15,5,5,22,6,6,6,12,6,6,12,98,95,98,84,81,86,89,94,57,55,58,25,32,10,40,45,35,55,18,22,10,86,91,65,"$4,930,000 ","$7,980,000 ",Default Stride Awkward,32086,10,Right,Cincinnati,4406,13,10690,Jason Kelce,KelceJason_10690,launch-ratings,published,
62,Buccaneers,WR,WR_Physical,13,Mike,Evans,28,77,231,91,90,89,84,83,78,96,94,79,77,83,75,73,80,90,89,95,97,97,84,86,86,35,25,20,15,20,15,10,22,55,38,35,45,25,23,59,39,39,15,25,40,27,20,15,10,10,35,25,24,55,97,91,94,"$48,250,000 ","$47,520,000 ",Default Stride Loose,34202,7,Right,Texas AM,6407,6,10857,Mike Evans,EvansMike_10857,launch-ratings,published,
63,Ravens,RE,DE_RunStopper,93,Calais,Campbell,35,80,300,90,71,82,79,64,92,82,94,46,16,15,15,41,45,20,41,10,15,12,10,3,2,35,6,6,6,14,6,6,12,45,45,45,45,45,45,89,19,92,85,94,20,27,35,93,85,75,90,30,30,10,85,97,80,"$2,500,000 ","$20,500,000 ",Default Stride Awkward,31656,13,Right,Miami,655,25,28363,Calais Campbell,CampbellCalais_28363,launch-ratings,published,
64,Bears,WR,WR_Physical,12,Allen,Robinson II,28,74,220,90,89,92,88,87,70,95,93,83,78,83,74,61,68,85,98,94,95,90,89,87,80,30,15,10,6,20,10,6,22,57,39,32,38,23,17,53,33,42,15,44,18,24,25,26,10,10,40,25,30,72,89,92,90,"$17,880,000 ",$0 ,Default Stride Loose,34205,7,Right,Penn State,6570,1,12374,Allen Robinson II,RobinsonAllen_12374,launch-ratings,published,
65,Texans,QB,QB_Improviser,4,Deshaun,Watson,25,74,215,90,85,89,90,89,69,81,92,65,79,84,79,71,58,90,51,34,49,25,25,17,15,93,90,89,87,89,90,86,98,27,15,15,23,25,15,42,35,34,22,34,15,20,10,19,10,10,22,25,27,10,94,89,97,"$102,500,000 ","$75,450,000 ",Default Stride Loose,34956,4,Right,Clemson,8769,32,12561,Deshaun Watson,WatsonDeshaun_12561,launch-ratings,published,
66,Vikings,MLB,MLB_FieldGeneral,54,Eric,Kendricks,29,72,232,90,84,90,82,81,76,88,95,60,27,44,35,43,35,49,72,48,62,25,15,5,5,24,6,6,6,10,6,6,12,45,45,45,45,45,45,82,22,89,85,89,74,84,59,93,50,60,82,19,14,10,92,83,74,"$38,360,000 ","$13,250,000 ",Default Stride Loose,33663,6,Right,UCLA,7200,31,2559,Eric Kendricks,KendricksEric_2559,launch-ratings,published,
67,Vikings,SS,S_RunSupport,22,Harrison,Smith,32,74,214,90,87,91,92,83,73,85,87,66,39,54,61,61,35,60,83,59,71,12,15,13,10,25,10,10,10,23,10,10,10,35,35,35,35,35,35,70,23,79,93,91,77,89,77,89,66,50,73,25,20,10,91,95,76,"$46,030,000 ","$10,600,000 ",Default,32541,9,Left,Notre Dame,5485,31,11440,Harrison Smith,SmithHarrison_11440,launch-ratings,published,
68,Giants,CB,CB_MantoMan,24,James,Bradberry IV,28,73,210,90,90,92,86,86,67,88,94,62,60,71,70,25,25,67,73,60,67,12,28,18,11,21,6,6,6,12,6,6,10,13,35,35,10,35,35,52,12,62,76,75,92,90,90,93,27,36,53,29,21,65,88,89,86,"$14,500,000 ","$35,250,000 ",Short Stride Default,34185,5,Right,Samford,7905,16,17825,James Bradberry IV,BradberryJames_17825,launch-ratings,published,
69,Giants,HB,HB_ElusiveBack,26,Saquon,Barkley,24,71,233,90,92,93,96,94,81,94,85,95,89,92,90,83,87,77,74,62,71,69,75,67,61,41,41,34,29,18,36,18,31,36,35,31,54,38,33,37,34,28,17,36,15,13,10,21,17,25,24,19,14,81,97,84,90,"$17,650,000 ","$20,760,000 ",Short Stride High and Tight,35470,3,Right,Penn State,8813,16,13085,Saquon Barkley,BarkleySaquon_13085,launch-ratings,published,
70,49ers,RE,DE_SmallerSpeedRusher,97,Nick,Bosa,23,76,266,90,79,91,86,70,85,81,93,38,21,38,32,31,34,30,45,27,23,16,17,10,6,25,6,6,6,14,6,6,12,45,45,45,45,44,45,83,18,85,84,91,30,42,31,88,85,93,80,17,17,10,86,86,84,"$2,000,000 ","$31,550,000 ",Long Stride Loose,35726,2,Right,Ohio State,9390,15,20565,Nick Bosa,BosaNick_20565,launch-ratings,published,
71,Seahawks,SS,S_RunSupport,33,Jamal,Adams,25,73,213,90,91,90,87,88,78,81,87,60,25,65,55,45,40,55,71,52,61,12,35,25,20,25,15,10,10,17,15,15,20,35,35,35,35,35,35,75,26,77,95,88,82,90,63,90,71,61,69,25,25,35,93,94,84,"$5,440,000 ","$23,190,000 ",Default Stride Loose,34989,4,Right,LSU,8463,28,12524,Jamal Adams,AdamsJamal_12524,launch-ratings,published,
72,Buccaneers,LG,G_Power,74,Ali,Marpet,28,76,307,90,71,82,74,58,88,75,95,45,6,10,10,20,30,10,45,15,15,15,15,5,5,30,6,6,6,12,6,6,12,90,91,87,87,90,85,87,87,37,20,25,12,15,10,15,10,10,20,25,25,10,82,90,82,"$47,500,000 ","$7,840,000 ",Long Stride Awkward,34076,6,Right,Hobart,7223,6,2510,Ali Marpet,MarpetAli_2510,launch-ratings,published,
73,Bears,FS,S_Zone,4,Eddie,Jackson,27,72,199,89,88,90,86,85,63,84,91,74,57,76,65,48,47,80,78,73,71,49,52,42,37,21,6,6,6,17,6,6,12,38,35,35,35,35,35,53,10,71,83,85,79,93,78,88,32,41,56,20,19,83,89,82,76,"$39,350,000 ","$19,770,000 ",Default Stride High and Tight,34313,4,Right,Alabama,8600,1,12634,Eddie Jackson,JacksonEddie_12634,launch-ratings,published,
74,Browns,CB,CB_MantoMan,21,Denzel,Ward,24,71,190,89,95,95,95,96,61,92,86,66,60,80,66,19,28,66,70,48,66,26,30,26,20,31,15,10,8,15,6,6,18,35,35,35,35,35,35,51,17,51,69,72,89,87,85,83,26,33,50,18,13,67,96,88,86,"$23,170,000 ","$19,280,000 ",Short Stride Loose,35548,3,Right,Ohio State,9100,5,13101,Denzel Ward,WardDenzel_13101,launch-ratings,published,
75,Browns,WR,WR_DeepThreat,13,Odell,Beckham Jr,28,71,198,89,93,93,96,93,53,96,87,73,84,96,89,43,78,98,88,89,99,88,90,90,87,67,55,49,47,30,36,12,39,57,38,32,51,25,25,54,22,40,15,39,18,22,45,22,10,10,44,75,53,79,88,82,86,"$59,960,000 ","$22,500,000 ",Short Stride Loose,33913,7,Right,LSU,6340,5,10829,Odell Beckham Jr,BeckhamJrOdell_10829,launch-ratings,published,
76,Browns,RG,G_Power,77,Wyatt,Teller,26,76,314,89,64,76,68,53,93,72,94,40,28,28,26,44,19,27,36,29,27,18,22,18,12,40,27,24,19,27,26,22,35,89,88,90,84,85,83,91,93,50,43,40,9,10,10,31,42,37,45,18,12,10,87,92,90,"$3,890,000 ","$60,000 ",Long Stride Loose,34659,3,Right,Virginia Tech,9076,5,13208,Wyatt Teller,TellerWyatt_13208,launch-ratings,published,
77,Packers,SS,S_Zone,31,Adrian,Amos,28,72,214,89,91,91,84,86,72,85,92,65,39,64,55,40,44,59,69,53,61,15,20,10,10,30,15,10,10,17,15,15,15,35,35,35,35,35,35,63,18,73,86,85,80,88,78,88,42,47,66,25,25,35,88,92,66,"$22,500,000 ","$13,500,000 ",Default,34088,6,Right,Penn State,6996,20,2599,Adrian Amos,AmosAdrian_2599,launch-ratings,published,
78,Packers,DT,DT_RunStopper,97,Kenny,Clark,25,75,314,89,69,82,64,59,96,71,90,34,14,24,17,35,27,27,24,22,24,15,13,5,3,23,6,6,6,18,6,6,12,45,46,45,44,44,45,89,36,86,82,87,33,38,13,91,82,68,90,17,17,9,86,91,92,"$50,500,000 ","$27,190,000 ",Long Stride Loose,34976,5,Right,UCLA,7947,20,17661,Kenny Clark,ClarkKenny_17661,launch-ratings,published,
79,Packers,LOLB,OLB_PowerRusher,55,Za'Darius,Smith,28,76,272,89,80,85,73,68,84,78,95,45,10,20,15,29,35,19,46,15,15,15,15,8,5,19,6,6,6,14,6,6,12,45,45,45,45,45,45,72,12,84,83,92,46,57,20,92,90,79,74,15,21,10,86,89,87,"$32,490,000 ","$34,260,000 ",Default Stride Loose,33855,6,Right,Kentucky,7335,20,2554,Za'Darius Smith,SmithZaDarius_2554,launch-ratings,published,
80,Texans,LT,OT_PassProtector,78,Laremy,Tunsil,27,77,316,89,64,78,76,52,91,71,96,31,12,17,13,32,26,18,26,22,20,22,19,9,6,22,6,6,6,14,6,6,12,81,78,82,90,91,88,84,85,35,26,29,11,13,9,18,18,14,27,20,17,9,89,92,92,"$37,350,000 ","$38,990,000 ",Default Stride Awkward,34548,5,Right,Ole Miss,8241,32,17541,Laremy Tunsil,TunsilLaremy_17541,launch-ratings,published,
81,Colts,LOLB,OLB_RunStopper,53,Darius,Leonard,26,74,215,89,86,87,83,78,78,90,93,58,36,56,46,36,58,48,73,52,51,15,15,5,5,19,6,6,6,13,6,6,12,45,45,45,45,45,45,83,25,93,84,96,58,63,49,96,59,64,82,21,15,10,91,93,89,"$5,810,000 ","$3,360,000 ",Long Stride Default,34907,3,Right,S.C. State,8971,10,13130,Darius Leonard,LeonardDarius_13130,launch-ratings,published,
82,Raiders,HB,HB_PowerBack,28,Josh,Jacobs,23,70,220,89,87,91,87,85,86,84,89,94,93,88,80,92,86,89,67,53,54,51,60,53,41,36,36,31,23,19,27,19,37,39,33,27,57,40,36,53,38,34,25,36,22,30,20,20,10,10,28,15,10,80,96,89,93,"$2,000,000 ","$9,930,000 ",Default,35837,2,Right,Alabama,9520,23,20488,Josh Jacobs,JacobsJosh_20488,launch-ratings,published,
83,Raiders,LG,G_Power,64,Richie,Incognito,38,75,325,89,69,75,59,49,94,50,93,40,9,10,10,10,10,10,31,15,15,15,15,5,5,14,6,6,6,15,6,6,12,89,90,88,84,86,83,90,91,25,25,25,17,12,15,25,10,10,25,8,9,10,87,87,97,"$500,000 ","$730,000 ",Default Stride Awkward,30502,16,Right,Nebraska,4695,23,26622,Richie Incognito,IncognitoRichie_26622,launch-ratings,published,
84,Vikings,LE,DE_SmallerSpeedRusher,99,Danielle,Hunter,26,77,252,89,87,90,85,71,82,88,94,46,24,40,55,44,28,35,36,10,12,12,10,3,2,15,6,6,6,12,6,6,12,45,45,45,45,45,45,84,14,83,74,90,25,42,10,89,86,90,85,15,11,10,85,90,81,"$48,560,000 ","$26,620,000 ",Default Stride Loose,34636,6,Right,LSU,7179,31,2540,Danielle Hunter,HunterDanielle_2540,launch-ratings,published,
85,Saints,RT,OT_PassProtector,71,Ryan,Ramczyk,27,78,314,89,62,72,73,55,90,76,93,43,11,26,13,26,28,17,39,30,25,32,25,15,7,16,6,6,6,14,6,6,12,90,90,91,90,92,89,88,89,38,40,42,12,12,10,28,40,30,37,21,23,10,92,89,94,"$4,790,000 ","$15,170,000 ",Default Stride Awkward,34446,4,Right,Wisconsin,8694,27,12533,Ryan Ramczyk,RamczykRyan_12533,launch-ratings,published,
86,Steelers,FS,S_Zone,39,Minkah,Fitzpatrick,24,73,207,89,91,93,92,89,64,90,92,66,58,79,69,47,55,81,74,59,62,29,28,23,18,15,6,6,6,16,6,6,18,35,35,35,35,35,35,58,18,62,81,81,80,90,75,88,38,50,55,15,13,68,93,94,88,"$17,020,000 ","$2,510,000 ",Short Stride Loose,35386,3,Left,Alabama,8887,29,13084,Minkah Fitzpatrick,FitzpatrickMinkah_13084,launch-ratings,published,
87,Steelers,LE,DE_RunStopper,91,Stephon,Tuitt,28,78,303,89,73,82,68,60,92,71,97,50,10,15,20,30,27,19,47,15,15,12,10,3,2,24,6,6,6,14,6,6,12,45,45,45,45,45,45,89,19,87,82,89,20,29,10,97,90,68,91,15,17,10,73,78,78,"$28,650,000 ","$28,800,000 ",Default Stride Awkward,34112,7,Right,Notre Dame,6615,29,12386,Stephon Tuitt,TuittStephon_12386,launch-ratings,published,
88,Seahawks,WR,WR_Physical,14,D.K.,Metcalf,23,75,235,89,95,93,84,83,79,97,94,77,85,81,71,76,86,86,87,93,95,89,86,83,84,34,18,13,10,19,10,10,29,53,34,30,42,23,18,48,27,33,30,34,15,29,15,19,10,10,38,18,13,40,85,90,96,"$3,030,000 ","$1,550,000 ",Long Stride Default,35778,2,Right,Ole Miss,9569,28,20353,D.K. Metcalf,MetcalfDK_20353,launch-ratings,published,
89,Buccaneers,C,C_Agile,66,Ryan,Jensen,30,76,319,89,65,77,64,57,90,64,97,26,9,10,10,32,10,15,35,15,15,15,15,5,5,10,6,6,6,11,6,6,12,87,83,90,85,83,88,95,92,48,31,39,12,12,10,15,20,20,36,13,10,11,82,97,85,"$33,000,000 ","$9,000,000 ",Long Stride Awkward,33385,8,Right,CSU-Pueblo,6871,6,12315,Ryan Jensen,JensenRyan_12315,launch-ratings,published,
90,Buccaneers,RT,OT_PassProtector,78,Tristan,Wirfs,22,77,320,89,77,83,64,58,90,87,95,36,20,16,13,36,34,22,37,15,15,15,15,5,5,11,6,6,6,10,6,6,12,87,86,89,89,88,91,88,90,38,38,30,12,13,10,17,10,10,25,15,12,10,90,92,93,"$2,000,000 ","$14,230,000 ",Long Stride Loose,36184,1,Right,Iowa,681,6,20971,Tristan Wirfs,WirfsTristan_20971,launch-ratings,published,
91,Football Team,CB,CB_MantoMan,29,Kendall,Fuller,26,71,198,89,90,92,89,90,67,87,93,63,57,78,63,28,29,70,71,61,68,27,26,16,11,27,6,6,6,12,6,6,17,17,33,34,10,33,34,50,10,68,58,80,91,88,83,90,30,37,61,18,17,60,88,84,80,"$27,000,000 ","$13,010,000 ",Short Stride High and Tight,34743,5,Right,Virginia Tech,8013,26,17668,Kendall Fuller,FullerKendall_17668,launch-ratings,published,
92,Football Team,WR,WR_DeepThreat,17,Terry,McLaurin,24,72,210,89,94,92,87,88,67,87,93,78,81,88,78,50,55,88,95,84,89,94,87,87,87,32,15,10,6,18,10,6,22,50,23,18,37,15,11,45,22,41,34,53,16,24,16,19,11,11,41,16,14,40,87,93,92,"$2,840,000 ","$1,000,000 ",Short Stride Default,35323,2,Right,Ohio State,9567,26,20435,Terry McLaurin,McLaurinTerry_20435,launch-ratings,published,
93,Falcons,WR,WR_RouteRunner,18,Calvin,Ridley,26,73,190,88,93,93,95,92,59,85,91,75,73,94,87,30,64,86,89,83,85,86,88,91,90,32,28,23,18,22,24,13,29,52,31,37,30,15,22,44,23,29,20,33,17,25,24,17,10,10,24,19,16,68,84,86,80,"$16,020,000 ","$6,000,000 ",Short Stride High and Tight,34688,3,Right,Alabama,9038,14,13113,Calvin Ridley,RidleyCalvin_13113,launch-ratings,published,
94,Falcons,RE,DE_PowerRusher,97,Grady,Jarrett,28,72,305,88,69,84,71,63,91,76,96,40,10,10,10,20,35,15,30,15,15,15,15,7,3,26,6,6,6,18,6,6,12,45,45,45,45,45,45,88,37,84,86,89,25,29,15,95,93,76,89,25,25,10,82,84,82,"$33,000,000 ","$34,990,000 ",Default Stride Awkward,34087,6,Right,Clemson,7185,14,2549,Grady Jarrett,JarrettGrady_2549,launch-ratings,published,
95,Ravens,CB,CB_MantoMan,24,Marcus,Peters,28,72,197,88,91,90,90,90,71,89,94,68,66,77,66,25,30,75,82,74,79,25,24,14,11,29,6,6,6,10,6,6,16,35,35,35,35,35,35,58,18,58,63,78,90,85,82,88,46,43,51,15,27,45,87,93,82,"$11,500,000 ","$36,050,000 ",Default Stride Bread Loaf,33978,6,Right,Washington,7277,25,2575,Marcus Peters,PetersMarcus_2575,launch-ratings,published,
96,Ravens,TE,TE_VerticalThreat,89,Mark,Andrews,25,77,253,88,86,90,80,75,79,89,96,72,64,79,68,71,78,86,86,82,83,79,83,81,79,25,15,10,5,15,10,5,16,65,61,64,53,49,53,67,49,27,25,32,12,15,10,15,10,10,28,12,10,10,94,88,89,"$5,200,000 ","$820,000 ",Long Stride Default,34948,3,Right,Oklahoma,8802,25,13112,Mark Andrews,AndrewsMark_13112,launch-ratings,published,
97,Bills,QB,QB_Improviser,17,Josh,Allen,25,77,237,88,86,88,85,82,76,90,86,57,80,81,62,73,78,92,40,20,23,18,22,15,13,99,88,84,87,84,94,87,92,17,10,10,14,15,10,26,17,32,11,33,12,18,9,15,9,9,23,22,14,13,91,92,89,"$26,560,000 ","$13,480,000 ",Default,35206,3,Right,Wyoming,8800,3,13197,Josh Allen,AllenJosh_13197,launch-ratings,published,
98,Bills,FS,S_Zone,23,Micah,Hyde,30,72,197,88,89,89,88,83,58,83,91,74,59,84,74,33,45,83,75,48,66,25,33,23,18,30,6,6,6,25,6,6,14,35,35,35,35,35,35,57,12,73,71,81,81,91,83,87,36,49,55,56,48,83,90,93,69,"$14,900,000 ","$11,080,000 ",Short Stride Loose,33238,8,Right,Iowa,6261,3,11903,Micah Hyde,HydeMicah_11903,launch-ratings,published,
99,Bears,LE,DE_RunStopper,96,Akiem,Hicks,31,76,347,88,62,80,67,55,95,78,96,35,13,10,10,38,35,27,30,15,15,15,15,8,4,26,6,6,6,14,6,6,12,45,45,45,45,45,45,90,19,86,82,91,24,29,15,97,91,70,91,25,25,10,83,94,73,"$45,100,000 ","$8,400,000 ",Default Stride Loose,32828,9,Right,Regina,5230,1,11541,Akiem Hicks,HicksAkiem_11541,launch-ratings,published,
100,Bears,MLB,MLB_FieldGeneral,58,Roquan,Smith,24,72,230,88,89,91,88,82,80,81,86,54,36,42,31,39,35,31,67,40,35,22,13,12,11,25,10,8,6,10,13,10,12,45,45,45,45,45,45,86,22,91,87,89,71,79,56,84,70,62,75,14,22,10,94,92,95,"$16,700,000 ","$11,520,000 ",Default Stride Loose,35528,3,Right,Georgia,9061,1,13082,Roquan Smith,SmithRoquan_13082,launch-ratings,published,
101,Bengals,HB,HB_ElusiveBack,28,Joe,Mixon,25,73,218,88,91,93,92,90,83,84,86,96,86,90,82,88,88,85,70,63,67,52,65,58,52,38,36,32,28,17,36,28,22,58,36,35,59,31,26,43,46,37,38,38,10,20,12,15,11,14,34,24,16,79,96,92,91,"$30,300,000 ","$19,830,000 ",Default,35270,4,Right,Oklahoma,9241,2,12625,Joe Mixon,MixonJoe_12625,launch-ratings,published,
102,Browns,LG,G_PassProtector,75,Joel,Bitonio,29,76,320,88,72,84,73,53,86,78,91,40,12,10,10,28,10,25,28,15,15,15,15,5,5,16,6,6,6,16,6,6,12,85,82,87,88,88,89,87,85,30,31,19,12,20,10,28,10,10,10,24,21,10,88,92,91,"$53,660,000 ","$570,000 ",Long Stride High and Tight,33522,7,Right,Nevada,6346,5,10831,Joel Bitonio,BitonioJoel_10831,launch-ratings,published,
103,Cowboys,HB,HB_ElusiveBack,21,Ezekiel,Elliott,26,72,228,88,89,91,94,89,80,95,91,83,86,91,87,87,88,90,68,62,60,60,68,61,55,35,30,22,20,23,29,29,20,48,34,33,66,38,33,64,67,59,42,48,14,19,16,20,16,21,32,21,20,63,98,97,98,"$59,300,000 ","$31,140,000 ",Short Stride High and Tight,34902,5,Right,Ohio State,7993,11,17547,Ezekiel Elliott,ElliottEzekiel_17547,launch-ratings,published,
104,Lions,C,C_PassProtector,77,Frank,Ragnow,25,77,308,88,73,82,58,54,92,80,92,29,16,10,10,22,10,12,23,17,14,15,15,10,5,17,6,6,6,12,6,6,12,85,87,83,87,89,86,87,88,29,30,29,10,11,10,21,10,10,27,19,16,10,92,89,98,"$41,900,000 ","$28,620,000 ",Long Stride Awkward,35202,3,Right,Arkansas,9031,19,13110,Frank Ragnow,RagnowFrank_13110,launch-ratings,published,
105,Chargers,C,C_Agile,63,Corey,Linsley,30,75,301,88,69,78,65,48,91,68,97,39,6,10,10,24,10,10,35,10,12,12,10,5,5,26,6,6,6,16,6,6,12,86,82,88,88,84,89,86,87,29,12,30,12,12,10,10,10,10,10,22,22,10,82,87,84,"$46,000,000 ","$16,500,000 ",Long Stride Awkward,33446,7,Right,Ohio State,6494,8,2084,Corey Linsley,LinsleyCorey_2084,launch-ratings,published,
106,Chargers,SS,S_Hybrid,33,Derwin,James Jr,25,74,215,88,90,92,90,88,77,93,84,72,59,77,67,46,47,73,70,56,61,24,27,22,17,34,18,13,10,10,22,15,24,35,35,35,35,35,35,73,20,79,91,84,84,83,82,86,68,60,65,19,15,78,94,82,88,"$14,350,000 ","$7,090,000 ",Default Stride Loose,35280,3,Left,Florida State,8943,8,13080,Derwin James Jr,JamesDerwin_13080,launch-ratings,published,
107,Dolphins,CB,CB_Zone,24,Byron,Jones,28,72,205,88,92,94,96,93,71,98,85,59,50,76,74,35,39,54,63,38,63,41,27,17,12,44,6,6,6,17,6,6,15,35,35,35,35,35,35,61,16,63,60,70,88,91,92,84,35,44,49,24,21,65,91,90,83,"$37,510,000 ","$45,000,000 ",Default Stride Bread Loaf,33873,6,Right,Connecticut,7196,12,2577,Byron Jones,JonesByron_2577,launch-ratings,published,
108,Vikings,WR,WR_RouteRunner,19,Adam,Thielen,31,74,200,88,89,92,91,84,67,91,92,73,79,85,81,51,63,92,90,91,98,87,91,89,86,50,46,37,32,29,33,29,22,52,36,33,35,25,20,45,25,32,15,29,10,16,15,25,10,10,32,34,35,67,90,90,87,"$51,970,000 ","$26,910,000 ",Default Stride Loose,33107,8,Right,Minnesota State,6913,31,2280,Adam Thielen,ThielenAdam_2280,launch-ratings,published,
109,Eagles,CB,CB_MantoMan,2,Darius,Slay Jr,30,72,190,88,93,92,91,92,60,88,90,64,72,84,81,39,43,81,77,63,80,40,40,30,23,36,6,6,6,12,6,6,17,35,35,35,35,35,35,56,16,63,77,78,87,91,85,85,40,49,57,25,21,72,94,92,67,"$34,990,000 ","$20,990,000 ",Short Stride Loose,33239,8,Right,Mississippi St.,6273,13,1426,Darius Slay Jr,SlayJrDarius_1426,launch-ratings,published,
110,Eagles,RT,OT_Power,65,Lane,Johnson,31,78,317,88,78,86,75,60,88,82,93,67,30,54,50,65,55,60,62,65,64,45,43,33,25,65,59,54,50,32,52,39,34,89,89,88,88,89,87,91,90,60,60,55,12,20,10,29,53,60,56,25,22,10,90,85,89,"$32,420,000 ","$54,110,000 ",Default Stride Awkward,33001,8,Right,Oklahoma,5902,13,927,Lane Johnson,JohnsonLane_927,launch-ratings,published,
111,Seahawks,WR,WR_DeepThreat,16,Tyler,Lockett,28,70,182,88,93,92,97,94,50,85,93,73,83,95,88,38,38,93,88,87,91,79,86,88,88,30,15,10,6,23,10,6,27,51,34,29,30,17,15,45,25,25,12,30,10,25,10,15,10,10,25,30,25,96,89,91,86,"$47,700,000 ","$36,250,000 ",Default Stride Loose,33875,6,Right,Kansas State,7214,28,2448,Tyler Lockett,LockettTyler_2448,launch-ratings,published,
112,Buccaneers,LOLB,OLB_SpeedRusher,58,Shaquil,Barrett,28,74,250,88,84,87,83,71,74,74,91,47,25,47,10,33,30,15,58,20,20,25,15,5,5,15,6,6,6,12,6,6,12,45,45,45,45,45,45,84,24,85,80,89,59,64,39,88,76,91,84,27,24,10,84,88,90,"$34,250,000 ","$30,000,000 ",Default Stride Loose,33925,7,Right,Colorado St.,7656,6,2780,Shaquil Barrett,BarrettShaquil_2780,launch-ratings,published,
113,Buccaneers,DT,DT_RunStopper,50,Vita,Vea,26,76,347,88,69,81,73,61,97,70,86,29,46,59,43,68,53,55,40,24,18,15,26,17,16,24,20,16,13,12,13,10,18,52,52,48,45,45,45,94,42,87,89,86,23,29,22,89,87,70,87,15,16,10,79,92,97,"$13,600,000 ","$8,880,000 ",Long Stride Default,34735,3,Right,Washington,9093,6,13091,Vita Vea,VeaVita_13091,launch-ratings,published,
114,Titans,FS,S_Zone,31,Kevin,Byard,28,71,212,88,89,88,90,86,73,90,86,78,55,72,60,50,48,64,79,47,68,22,31,12,10,44,31,26,36,26,18,17,10,16,34,33,12,34,33,60,15,78,79,87,76,89,66,84,47,53,66,20,19,55,90,90,86,"$53,400,000 ","$19,350,000 ",Default Stride Loose,34198,5,Left,Mid Tenn St.,7928,30,17752,Kevin Byard,ByardKevin_17752,launch-ratings,published,
115,Football Team,DT,DT_PowerRusher,93,Jonathan,Allen,26,75,300,88,72,83,72,54,94,74,90,40,10,28,30,28,34,25,35,25,30,12,10,3,2,21,6,6,6,17,6,6,12,45,45,45,45,45,45,88,18,91,80,87,24,29,16,92,88,74,82,9,8,10,75,85,82,"$5,530,000 ","$14,320,000 ",Long Stride Default,34715,4,Right,Alabama,8793,26,12521,Jonathan Allen,AllenJonathan_12521,launch-ratings,published,
116,Ravens,K,KP_Accurate,9,Justin,Tucker,31,73,180,87,74,82,64,56,40,36,72,35,5,10,10,10,10,10,52,27,68,12,22,17,13,28,35,30,25,26,23,20,15,12,12,12,17,17,17,12,12,13,12,15,12,12,10,10,10,10,13,99,97,10,85,95,62,"$11,550,000 ","$13,600,000 ",Default Stride Awkward,32833,9,Right,Texas,6131,25,11814,Justin Tucker,TuckerJustin_11814,launch-ratings,published,
117,Bills,SS,S_Zone,21,Jordan,Poyer,30,72,191,87,88,91,87,86,66,79,90,65,30,66,65,25,15,60,73,45,68,15,35,25,20,30,6,6,6,19,6,6,15,35,35,35,35,35,35,57,12,75,68,86,83,87,80,86,46,54,62,25,25,65,93,87,74,"$13,680,000 ","$9,900,000 ",Short Stride Loose,33353,8,Right,Oregon State,6322,3,12280,Jordan Poyer,PoyerJordan_12280,launch-ratings,published,
118,Panthers,LE,DE_SmallerSpeedRusher,53,Brian,Burns,23,77,249,87,88,91,86,72,76,86,89,41,21,42,39,28,32,33,48,28,34,17,15,10,5,24,6,6,6,10,6,6,12,45,45,45,45,45,45,75,13,85,79,86,35,45,17,84,70,89,72,15,17,10,79,92,86,"$2,000,000 ","$11,530,000 ",Long Stride Default,35908,2,Right,Florida State,9406,21,20566,Brian Burns,BurnsBrian_20566,launch-ratings,published,
119,Panthers,WR,WR_DeepThreat,11,Robby,Anderson,28,75,190,87,95,92,84,85,59,86,91,76,77,86,77,46,63,87,92,83,89,86,86,88,91,29,15,10,6,20,10,6,22,45,37,31,35,24,22,43,23,21,12,38,20,25,10,25,10,10,26,11,11,65,85,92,81,"$8,500,000 ","$11,500,000 ",Long Stride Default,34098,5,Right,Temple,7880,21,17960,Robby Anderson,AndersonRobby_17960,launch-ratings,published,
120,Browns,HB,HB_ElusiveBack,27,Kareem,Hunt,26,71,216,87,90,92,92,88,81,92,85,95,90,92,79,89,87,87,69,59,60,52,68,61,57,27,24,20,17,18,30,26,21,57,39,34,59,28,23,51,58,31,24,34,13,29,20,16,10,10,29,24,16,55,87,88,89,"$10,250,000 ","$5,010,000 ",Short Stride High and Tight,34917,4,Right,Toledo,8597,5,12633,Kareem Hunt,HuntKareem_12633,launch-ratings,published,
