ID,First Name,Last Name,Age,Height,Weight,Jersey,Position,Team,Archetype
1508,Davion,Taylor,23,73,230,52,ROLB,Eagles,OLB_RunStopper
1509,Hakeem,Butler,25,77,227,89,TE,Eagles,TE_VerticalThreat
1510,Jordan,Howard,26,72,232,24,HB,Eagles,HB_PowerBack
1511,Marlon,Tuipulotu,22,74,307,72,DT,Eagles,DT_RunStopper
1512,Nick,Mullens,26,73,190,10,QB,Eagles,QB_FieldGeneral
1513,Quez,Watkins,23,72,193,16,WR,Eagles,WR_DeepThreat
1514,T.J.,Edwards,25,73,242,57,MLB,Eagles,MLB_RunStopper
1515,B.J.,Finney,29,76,318,67,C,Steelers,C_PassProtector
1516,Buddy,Johnson,22,73,240,51,MLB,Steelers,MLB_RunStopper
1517,Cassius,Marsh Sr,29,76,254,49,LOLB,Steelers,OLB_PowerRusher
1518,Isaiah,Buggs,25,75,295,96,DT,Steelers,DT_RunStopper
1519,Kendrick,Green,22,74,315,53,C,Steelers,C_Agile
1520,Ambry,Thomas,21,72,189,20,CB,49ers,CB_MantoMan
1521,Josh,Rosen,24,76,226,3,QB,49ers,QB_StrongArm
1522,Kai,Nacua,26,72,205,43,FS,49ers,S_Hybrid
1523,Kevin,Givens,24,73,285,90,DT,49ers,DT_RunStopper
1524,Kevin,White,29,75,216,84,WR,49ers,WR_DeepThreat
1525,Talanoa,Hufanga,21,72,210,29,SS,49ers,S_RunSupport
1526,Jordan,Miller,24,74,190,47,CB,Seahawks,CB_MantoMan
1527,Phil,Haynes,25,76,322,60,RG,Seahawks,G_Power
1528,Robert,Nkemdiche,26,75,296,92,DT,Seahawks,DT_SpeedRusher
1529,Travis,Homer,23,70,202,25,HB,Seahawks,HB_ElusiveBack
1530,C.J.,Prosise,27,73,225,30,HB,Buccaneers,HB_ElusiveBack
1531,Jaelon,Darden,22,68,174,1,WR,Buccaneers,WR_DeepThreat
1532,Josh,Wells,30,78,306,72,LT,Buccaneers,OT_Power
1533,Dez,Fitzpatrick,23,74,208,10,WR,Titans,WR_DeepThreat
1534,Geoff,Swaim,27,76,260,87,TE,Titans,TE_Possession
1535,Justin,March,28,72,228,45,MLB,Titans,MLB_RunStopper
1536,Teair,Tart,24,74,304,93,DT,Titans,DT_RunStopper
1537,Trevon,Coley,27,73,300,97,LE,Titans,DE_PowerRusher
1538,Khaleke,Hudson,23,71,224,47,ROLB,Football Team,OLB_PassCoverage
1539,Sam,Cosmi,22,78,314,76,LT,Football Team,OT_Agile
1540,James,Wiggins,24,71,209,38,FS,Cardinals,S_RunSupport
1541,Justin,Murray,28,77,315,71,RT,Cardinals,OT_Power
1542,Marco,Wilson,22,72,187,20,CB,Cardinals,CB_Zone
1543,Michael,Dogbe,25,75,284,91,LE,Cardinals,DE_PowerRusher
1544,Rashard,Lawrence,22,74,308,90,DT,Cardinals,DT_RunStopper
1545,Tae,Hayes,24,69,188,41,CB,Cardinals,CB_MantoMan
1546,Darren,Hall,21,71,189,34,CB,Falcons,CB_Zone
1547,Jaylinn,Hawkins,24,73,208,32,FS,Falcons,S_RunSupport
1548,Ben,Cleveland,23,78,343,66,LG,Ravens,G_Power
1549,Eric,Tomlinson,29,78,263,85,TE,Ravens,TE_Possession
1550,Khalil,Dorsey,23,69,181,31,CB,Ravens,CB_MantoMan
1551,Shaun,Wade,22,73,196,29,CB,Ravens,CB_Slot
1552,Andre,Smith,24,72,240,59,LOLB,Bills,OLB_RunStopper
1553,Bobby,Hart,27,77,310,68,RT,Bills,OT_Power
1554,Bryan,Cox Jr,27,75,270,51,RE,Bills,DE_SmallerSpeedRusher
1555,Marquez,Stevenson,23,70,182,5,WR,Bills,WR_DeepThreat
1556,Tyrel,Dodson,23,72,237,53,ROLB,Bills,OLB_RunStopper
1557,Bravvion,Roy,24,73,331,93,DT,Panthers,DT_RunStopper
1558,Caraun,Reid,29,74,305,92,DT,Panthers,DT_PowerRusher
1559,Christian,Miller,25,75,244,55,LE,Panthers,DE_SmallerSpeedRusher
1560,John,Miller,28,75,315,67,RG,Panthers,G_PassProtector
1561,Keith,Taylor,22,74,195,28,CB,Panthers,CB_Zone
1562,Myles,Hartsfield,24,71,210,38,SS,Panthers,S_Hybrid
1563,Deon,Bush,28,72,200,26,SS,Bears,S_RunSupport
1564,Duke,Shelley,24,68,178,20,CB,Bears,CB_MantoMan
1565,Trevis,Gipson,24,75,255,99,LOLB,Bears,OLB_SpeedRusher
1566,Xavier,Crawford,25,71,187,47,CB,Bears,CB_MantoMan
1567,Cameron,Sample,21,75,274,96,RE,Bengals,DE_RunStopper
1568,Elijah,Lee,25,74,230,52,ROLB,Browns,OLB_RunStopper
1569,John,Kelly,24,70,208,49,HB,Browns,HB_PowerBack
1570,Richard,LeCounte III,22,71,196,39,SS,Browns,S_Zone
1571,Sheldon,Day,27,73,285,92,DT,Browns,DT_PowerRusher
1572,Tony,Fields II,22,73,222,42,LOLB,Browns,OLB_RunStopper
1573,Connor,McGovern,23,77,308,66,RG,Cowboys,G_Agile
1574,Reggie,Robinson,24,73,190,41,CB,Cowboys,CB_MantoMan
1575,Rico,Dowdle,23,71,213,34,HB,Cowboys,HB_ElusiveBack
1576,Diontae,Spencer,29,68,170,11,WR,Broncos,WR_DeepThreat
1577,Isaiah,Mack,25,73,299,97,LE,Broncos,DE_PowerRusher
1578,Justin,Strnad,25,75,238,40,MLB,Broncos,MLB_PassCoverage
1579,Seth,Williams,21,75,220,19,WR,Broncos,WR_Physical
1580,Jason,Cabinda,25,73,235,45,FB,Lions,FB_Utility
1581,Joel,Heath,28,78,300,79,RE,Lions,DE_PowerRusher
1582,Blake,Bortles,29,77,236,9,QB,Packers,QB_Scrambler
1583,Dexter,Williams,24,71,212,22,HB,Packers,HB_ElusiveBack
1584,Reggie,Begelton,28,72,200,84,WR,Packers,WR_Physical
1585,T.J.,Slaton Jr,23,76,340,93,DT,Packers,DT_RunStopper
1586,Will,Redmond,27,71,186,25,FS,Packers,S_Hybrid
1587,Dontrell,Hilliard,26,71,202,22,HB,Texans,HB_ElusiveBack
1588,Kahale,Warring,24,77,250,87,TE,Texans,TE_Possession
1589,Ryan,Izzo,25,77,255,81,TE,Texans,TE_Possession
1590,Tae,Davis,25,73,224,55,MLB,Texans,MLB_RunStopper
1591,Chris,Reed,29,76,300,62,LG,Colts,G_Power
1592,De'Michael,Harris,23,68,178,12,WR,Colts,WR_DeepThreat
1593,Jordan,Thomas,25,77,277,47,TE,Colts,TE_VerticalThreat
1594,Kylen,Granson,23,74,235,83,TE,Colts,TE_VerticalThreat
1595,Ben,Bartch,23,78,309,78,LG,Jaguars,G_Agile
1596,Daniel,Ross,28,76,305,93,DT,Jaguars,DT_PowerRusher
1597,Luq,Barcoo,23,72,175,36,CB,Jaguars,CB_MantoMan
1598,Pharoh,Cooper,26,71,210,14,WR,Jaguars,WR_DeepThreat
1599,Quincy,Williams,25,71,225,56,MLB,Jaguars,MLB_PassCoverage
1600,Terry,Godwin,24,71,185,18,WR,Jaguars,WR_Slot
1601,Darius,Harris,25,74,238,47,LOLB,Chiefs,OLB_SpeedRusher
1602,Darrius,Shepherd,25,71,186,30,WR,Chiefs,WR_Slot
1603,Brandon,Parker,25,80,320,75,LT,Raiders,OT_Agile
1604,James,Onwualu,26,73,235,59,LOLB,Raiders,OLB_SpeedRusher
1605,Malcolm,Koonce,23,74,249,51,RE,Raiders,DE_SmallerSpeedRusher
1606,Brandon,Facyson,26,74,197,28,CB,Chargers,CB_MantoMan
1607,Donald,Parham Jr,24,80,240,89,TE,Chargers,TE_VerticalThreat
1608,John,Hurst,24,74,190,80,WR,Chargers,WR_DeepThreat
1609,K.J.,Hill Jr,23,72,196,84,WR,Chargers,WR_Slot
1610,Larry,Rountree III,22,71,210,35,HB,Chargers,HB_ElusiveBack
1611,Scott,Quessenberry,26,76,310,61,C,Chargers,C_Agile
1612,Bobby,Evans Jr,24,76,312,71,RT,Rams,OT_Power
1613,Brian,Allen,25,74,305,55,C,Rams,C_Power
1614,Ernest,Jones,21,74,230,50,MLB,Rams,MLB_RunStopper
1615,Michael,Hoecht,23,76,310,96,LE,Rams,DE_SmallerSpeedRusher
1616,Robert,Rochell,23,72,195,31,CB,Rams,CB_Zone
1617,Austin,Jackson,22,77,322,73,LT,Dolphins,OT_Agile
1618,Jason,Strowbridge,24,76,273,58,LE,Dolphins,DE_RunStopper
1619,Jermaine,Eluemunor,26,76,335,72,RT,Dolphins,OT_Power
1620,Camryn,Bynum,23,72,198,43,FS,Vikings,S_Zone
1621,Josh,Metellus,23,71,209,44,FS,Vikings,S_RunSupport
1622,K.J.,Osborn,24,71,203,17,WR,Vikings,WR_Slot
1623,Kris,Boyd,24,71,201,29,CB,Vikings,CB_MantoMan
1624,Patrick,Jones II,22,77,262,93,RE,Vikings,DE_PowerRusher
1625,Alex,Redmond,26,77,294,64,LG,Patriots,G_Power
1626,Jakob,Johnson,26,75,255,47,FB,Patriots,FB_Blocking
1627,Joshuah,Bledsoe,22,71,201,38,SS,Patriots,S_RunSupport
1628,Juwan,Johnson,24,76,230,83,WR,Saints,WR_Physical
1629,Malcolm,Roach,23,74,290,97,DT,Saints,DT_RunStopper
1630,Cullen,Gillaspia,26,73,235,36,FB,Giants,FB_Utility
1631,David,Sills V,25,75,211,84,WR,Giants,WR_DeepThreat
1632,Devante,Downs,25,74,252,52,MLB,Giants,MLB_RunStopper
1633,Levine,Toilolo,30,80,268,85,TE,Giants,TE_Possession
1634,Reggie,Ragland,27,74,252,55,MLB,Giants,MLB_RunStopper
1635,Shane,Lemieux,24,76,310,66,RG,Giants,G_Power
1636,Tae,Crowder,24,74,235,48,MLB,Giants,MLB_RunStopper
1637,Brandin,Echols,23,70,175,25,CB,Jets,CB_Zone
1638,Hamsah,Nasirildeen,22,75,215,45,ROLB,Jets,OLB_RunStopper
1639,Jason,Pinnock,22,73,204,41,CB,Jets,CB_MantoMan
1640,Jonathan,Marshall,23,75,310,96,DT,Jets,DT_RunStopper
1641,Jack,Driscoll,24,77,312,63,RG,Eagles,G_Agile
1642,Jason,Huntley,23,68,193,32,HB,Eagles,HB_ReceivingBack
1643,Zech,McPhearson,23,71,195,27,CB,Eagles,CB_MantoMan
1644,Anthony,Johnson,25,74,220,83,WR,Steelers,WR_Physical
1645,Arthur,Maulet,28,70,190,35,CB,Steelers,CB_Slot
1646,Marcus,Allen,25,74,215,27,FS,Steelers,S_RunSupport
1647,Daniel,Brunskill,27,77,300,60,RG,49ers,G_Agile
1648,Deommodore,Lenoir,21,70,199,38,CB,49ers,CB_Zone
1649,JaMycal,Hasty,24,68,205,23,HB,49ers,HB_ElusiveBack
1650,Justin,Skule,24,79,315,67,LT,49ers,OT_Agile
1651,Ken,Webster,25,71,191,40,CB,49ers,CB_Zone
1652,Kentavius,Street,25,74,287,95,DT,49ers,DT_SpeedRusher
1653,Colby,Parkinson,22,79,251,84,TE,Seahawks,TE_Possession
1654,DeeJay,Dallas,22,70,217,31,HB,Seahawks,HB_PowerBack
1655,Freddie,Swain,23,72,199,18,WR,Seahawks,WR_DeepThreat
1656,Tre,Brown,23,70,185,22,CB,Seahawks,CB_Slot
1657,Raven,Greene,26,71,197,41,SS,Buccaneers,S_Zone
1658,Brady,Breeze,23,72,197,33,FS,Titans,S_RunSupport
1659,Dillon,Radunz,23,78,299,75,RT,Titans,OT_Agile
1660,Ty,Sambrailo,29,77,315,70,RT,Titans,OT_Agile
1661,Casey,Toohill,25,76,254,95,LE,Football Team,DE_SmallerSpeedRusher
1662,Dax,Milne,22,73,193,84,WR,Football Team,WR_Slot
1663,Deshazor,Everett,29,72,203,22,FS,Football Team,S_Zone
1664,Isaiah,Wright,24,74,220,18,WR,Football Team,WR_Slot
1665,James,Smith-Williams,24,76,265,96,DT,Football Team,DT_RunStopper
1666,Jeremy,Reaves,25,71,205,39,SS,Football Team,S_Hybrid
1667,John,Bates,23,77,259,87,TE,Football Team,TE_Possession
1668,Jordan,Kunaszyk,24,75,235,59,ROLB,Football Team,OLB_RunStopper
1669,Kyle,Allen,25,75,210,8,QB,Football Team,QB_FieldGeneral
1670,Troy,Apke,26,73,205,30,FS,Football Team,S_Hybrid
1671,Charles,Washington,28,70,192,28,FS,Cardinals,S_Zone
1672,Darrell,Daniels,26,75,256,81,TE,Cardinals,TE_VerticalThreat
1673,Jonathan,Ward,23,72,202,29,HB,Cardinals,HB_ElusiveBack
1674,Terrance,Smith,28,74,235,54,LOLB,Cardinals,OLB_SpeedRusher
1675,Antonio,Nunn,23,71,204,86,WR,Falcons,WR_DeepThreat
1676,Dom,Maggio,23,73,192,9,P,Falcons,KP_Power
1677,Frank,Darby,23,72,200,88,WR,Falcons,WR_DeepThreat
1678,Qadree,Ollison,24,73,232,30,HB,Falcons,HB_PowerBack
1679,Shareef,Miller,24,76,260,42,LOLB,Falcons,OLB_SpeedRusher
1680,Andre,Smith,34,76,325,76,RT,Ravens,OT_Power
1681,Ben,Bredeson,23,77,315,67,LG,Ravens,G_Power
1682,Otaro,Alaka,25,75,240,50,MLB,Ravens,MLB_RunStopper
1683,Darryl,Johnson Jr,24,78,253,92,LE,Bills,DE_SmallerSpeedRusher
1684,Isaiah,Hodgins,22,76,201,16,WR,Bills,WR_Physical
1685,Mike,Love,27,75,255,56,RE,Bills,DE_RunStopper
1686,Spencer,Brown,23,80,314,79,RT,Bills,OT_Power
1687,Paddy,Fisher,23,76,239,47,LOLB,Panthers,OLB_RunStopper
1688,Reggie,Bonnafon,25,72,215,39,HB,Panthers,HB_ElusiveBack
1689,Rodney,Smith,25,71,210,20,HB,Panthers,HB_ElusiveBack
1690,Sean,Chandler,25,70,205,34,FS,Panthers,S_Zone
1691,Stantley,Thomas-Oliver III,23,72,192,23,CB,Panthers,CB_MantoMan
1692,Chris,Lacy,25,75,205,18,WR,Bears,WR_Physical
1693,Dazz,Newsome,22,70,190,83,WR,Bears,WR_Slot
1694,DeAndre,Houston-Carson,28,72,202,36,FS,Bears,S_Hybrid
1695,Sam,Mustipher,25,74,311,67,C,Bears,C_Power
1696,Thomas,Graham Jr,22,70,195,27,CB,Bears,CB_Zone
1697,Amani,Bledsoe,23,76,280,93,RE,Bengals,DE_PowerRusher
1698,Joe,Bachie Jr,23,73,231,49,MLB,Bengals,MLB_RunStopper
1699,Josh,Tupou,27,75,345,68,DT,Bengals,DT_RunStopper
1700,Markus,Bailey,24,72,235,51,MLB,Bengals,MLB_RunStopper
1701,Cameron,Malveaux,26,77,265,69,RE,Browns,DE_PowerRusher
1702,Colby,Gossett,26,77,331,72,RG,Browns,G_Agile
1703,Derrick,Willies,26,76,207,16,WR,Browns,WR_DeepThreat
1704,Drew,Forbes,24,77,308,79,RG,Browns,G_Agile
1705,Joe,Jackson,24,76,275,91,LE,Browns,DE_PowerRusher
1706,Nahshon,Wright,23,76,183,40,CB,Cowboys,CB_Zone
1707,Rashard,Robinson,26,74,177,28,CB,Cowboys,CB_MantoMan
1708,Ron'Dell,Carter,24,76,269,97,RE,Cowboys,DE_PowerRusher
1709,Sewo,Olonilua,23,75,240,45,HB,Cowboys,HB_PowerBack
1710,Kendall,Hinton,24,72,195,9,WR,Broncos,WR_Slot
1711,Levante,Bellamy,24,70,192,32,HB,Broncos,HB_ElusiveBack
1712,Marquiss,Spencer,24,76,301,51,LE,Broncos,DE_PowerRusher
1713,Jermar,Jefferson,21,70,206,28,HB,Lions,HB_ElusiveBack
1714,Tom,Kennedy,25,70,195,85,WR,Lions,WR_DeepThreat
1715,Jon,Runyan,24,76,306,76,RG,Packers,G_Agile
1716,Malik,Taylor,25,73,220,86,WR,Packers,WR_DeepThreat
1717,A.J.,Moore Jr,25,71,200,33,FS,Texans,S_Zone
1718,Garret,Wallow,22,74,230,32,LOLB,Texans,OLB_RunStopper
1719,Dezmon,Patmon,23,76,225,10,WR,Colts,WR_Physical
1720,Jet,Anderson,23,71,195,40,HB,Colts,HB_ElusiveBack
1721,Armani,Watts,25,71,205,23,FS,Chiefs,S_Hybrid
1722,Blake,Bell,30,78,252,81,TE,Chiefs,TE_Possession
1723,Gehrig,Dieter,28,75,207,12,WR,Chiefs,WR_Physical
1724,Lucas,Niang,23,78,315,67,RT,Chiefs,OT_Agile
1725,Nick,Allegretti,25,76,320,73,LG,Chiefs,G_Power
1726,Nick,Keizer,26,76,251,48,TE,Chiefs,TE_Possession
1727,Noah,Gray,22,76,240,83,TE,Chiefs,TE_VerticalThreat
1728,Tim,Ward,24,78,255,92,LE,Chiefs,DE_PowerRusher
1729,Gerri,Green,25,76,250,52,LE,Raiders,DE_SmallerSpeedRusher
1730,Nate,Hobbs,22,72,195,39,CB,Raiders,CB_Zone
1731,Austin,Proehl,25,70,175,86,WR,Chargers,WR_Slot
1732,Ben,DeLuca,23,73,205,46,FS,Chargers,S_RunSupport
1733,Emeke,Egbule,24,74,245,51,ROLB,Chargers,OLB_SpeedRusher
1734,Mark,Webb Jr,22,74,200,29,FS,Chargers,S_Hybrid
1735,Nick,Niemann,23,75,220,31,MLB,Chargers,MLB_PassCoverage
1736,Tre',McKitty,22,76,247,88,TE,Chargers,TE_VerticalThreat
1737,Brycen,Hopkins,24,76,245,88,TE,Rams,TE_VerticalThreat
1738,Dont'e,Deayon,27,69,161,21,CB,Rams,CB_Slot
1739,Earnest,Brown IV,22,77,270,90,RE,Rams,DE_RunStopper
1740,J.R.,Reed,25,73,194,36,FS,Rams,S_Zone
1741,Justin,Lawler,26,76,266,53,LOLB,Rams,OLB_PowerRusher
1742,Javaris,Davis,24,68,180,38,CB,Dolphins,CB_MantoMan
1743,Jordan,Scarlett,25,71,210,28,HB,Dolphins,HB_ElusiveBack
1744,James,Lynch,22,76,289,92,DT,Vikings,DT_PowerRusher
1745,Janarius,Robinson,23,77,260,95,LE,Vikings,DE_PowerRusher
1746,Jaylen,Twyman,22,74,290,76,DT,Vikings,DT_RunStopper
1747,Kenny,Willekes,24,76,264,79,RE,Vikings,DE_PowerRusher
1748,Matt,LaCosse,28,78,255,83,TE,Patriots,TE_VerticalThreat
1749,Matthew,Slater,35,72,205,18,WR,Patriots,WR_Slot
1750,Myles,Bryant,23,68,183,41,CB,Patriots,CB_Slot
1751,Nick,Thurman,26,76,305,95,DT,Patriots,DT_RunStopper
1752,Ronnie,Perkins,21,75,247,56,ROLB,Patriots,OLB_PowerRusher
1753,Kaden,Elliss,26,74,238,55,LOLB,Saints,OLB_RunStopper
1754,Lil'Jordan,Humphrey,23,76,225,84,WR,Saints,WR_Physical
1755,Cam,Brown,23,77,233,47,ROLB,Giants,OLB_RunStopper
1756,Gary,Brightwell,23,71,215,37,HB,Giants,HB_ElusiveBack
1757,Kenny,Wiggins,33,78,315,79,RG,Giants,G_Power
1758,Niko,Lalos,24,77,270,57,LOLB,Giants,OLB_PowerRusher
1759,Rodarius,Williams,24,72,193,25,CB,Giants,CB_MantoMan
1760,Kenny,Yeboah,22,76,250,48,TE,Jets,TE_VerticalThreat
1761,Noah,Dawkins,24,73,235,56,LOLB,Jets,OLB_RunStopper
1762,Trevon,Wesco,25,75,268,85,TE,Jets,TE_Possession
1763,Craig,James,25,70,195,31,CB,Eagles,CB_MantoMan
1764,Grayland,Arnold,23,69,190,37,SS,Eagles,S_Zone
1765,JaCoby,Stevens,23,73,225,30,SS,Eagles,S_RunSupport
1766,Jason,Croom,27,77,246,81,TE,Eagles,TE_VerticalThreat
1767,Joe,Ostman,26,75,259,95,LE,Eagles,DE_SmallerSpeedRusher
1768,Michael,Jacquet III,24,73,201,38,CB,Eagles,CB_MantoMan
1769,Michael,Walker,24,71,194,17,WR,Eagles,WR_DeepThreat
1770,Aviante,Collins,28,76,292,61,RG,Steelers,G_Power
1771,Chukwuma,Okorafor,24,78,320,76,LT,Steelers,OT_Agile
1772,Demarcus,Christmas,26,76,302,93,DT,Steelers,DT_RunStopper
1773,Henry,Mondeaux,25,76,280,99,LE,Steelers,DE_PowerRusher
1774,James,Pierre,24,72,183,42,CB,Steelers,CB_MantoMan
1775,Quincy,Roche,23,75,243,48,ROLB,Steelers,OLB_SpeedRusher
1776,Trey,Edmunds,26,74,223,33,HB,Steelers,HB_ElusiveBack
1777,Tim,Harris,26,73,205,35,CB,49ers,CB_MantoMan
1778,John,Ursua,27,69,182,15,WR,Seahawks,WR_Slot
1779,Nate,Evans,23,73,241,58,ROLB,Seahawks,OLB_RunStopper
1780,Chris,Wilcox,23,74,198,29,CB,Buccaneers,CB_Zone
1781,Cyril,Grayson Jr,27,69,185,15,WR,Buccaneers,WR_DeepThreat
1782,Khalil,Davis,25,73,308,94,LE,Buccaneers,DE_SmallerSpeedRusher
1783,Kyle,Trask,23,77,236,2,QB,Buccaneers,QB_FieldGeneral
1784,Robert,Hainsey,23,77,302,70,RG,Buccaneers,G_Power
1785,Troymaine,Pope,27,69,205,46,HB,Buccaneers,HB_ElusiveBack
1786,Chris,Jackson,23,70,193,35,CB,Titans,CB_MantoMan
1787,Cody,Hollister,27,76,216,16,WR,Titans,WR_Physical
1788,Greg,Mabin,27,73,195,32,CB,Titans,CB_MantoMan
1789,Maurice,Smith,26,72,197,38,FS,Titans,S_Hybrid
1790,Olasunkanmi,Adeniyi,23,73,248,92,ROLB,Titans,OLB_SpeedRusher
1791,Saahdiq,Charles,22,76,321,77,LG,Football Team,G_Agile
1792,Shaka,Toney,23,74,238,58,RE,Football Team,DE_SmallerSpeedRusher
1793,Tyler,Larsen,30,76,325,69,C,Football Team,C_Power
1794,David,Parry,29,73,317,93,DT,Cardinals,DT_RunStopper
1795,Evan,Weaver,23,74,235,50,MLB,Cardinals,MLB_RunStopper
1796,Tay,Gowan,23,73,185,32,CB,Cardinals,CB_Zone
1797,Adetokunbo,Ogundeji,22,77,268,92,LE,Falcons,DE_PowerRusher
1798,Christian,Blake,25,73,181,13,WR,Falcons,WR_DeepThreat
1799,Tony,Brooks-James,26,69,179,36,HB,Falcons,HB_ElusiveBack
1800,Tyler,Hall,22,69,190,33,CB,Falcons,CB_MantoMan
1801,Broderick,Washington Jr,24,74,305,96,LE,Ravens,DE_RunStopper
1802,Chris,Westry,24,76,199,30,CB,Ravens,CB_MantoMan
1803,Daelin,Hayes,23,76,253,59,LOLB,Ravens,OLB_SpeedRusher
1804,Kristian,Welch,23,75,240,57,MLB,Ravens,MLB_RunStopper
1805,Brandin,Bryant,27,75,305,90,DT,Bills,DT_RunStopper
1806,Cam,Lewis,24,69,183,47,CB,Bills,CB_Slot
1807,Tommy,Sweeney,26,77,251,89,TE,Bills,TE_Possession
1808,Brandon,Zylstra,28,74,215,16,WR,Panthers,WR_Physical
1809,Deonte,Brown,23,75,350,77,RG,Panthers,G_Power
1810,Frank,Herron,27,76,276,69,DT,Panthers,DT_RunStopper
1811,Phil,Hoskins,24,77,310,71,DT,Panthers,DT_RunStopper
1812,Stephen,Sullivan,24,77,245,84,TE,Panthers,TE_VerticalThreat
1813,J.P.,Holtz,28,75,255,81,TE,Bears,TE_Possession
1814,Tre,Roberson,28,72,205,31,CB,Bears,CB_MantoMan
1815,Keandre,Jones,23,75,220,47,ROLB,Bengals,OLB_SpeedRusher
1816,Trayvon,Henderson,26,72,205,41,FS,Bengals,S_Zone
1817,Wyatt,Hubert,23,75,265,56,RE,Bengals,DE_RunStopper
1818,Brian,Allen,27,75,200,25,CB,Browns,CB_MantoMan
1819,James,Hudson III,22,76,302,66,RT,Browns,OT_Power
1820,Jovante,Moffatt,24,71,213,35,SS,Browns,S_RunSupport
1821,Michael,Dunn,27,77,307,68,LG,Browns,G_Agile
1822,Francis,Bernard,26,72,230,53,MLB,Cowboys,MLB_RunStopper
1823,Israel,Mukuamu,21,76,205,38,FS,Cowboys,S_Hybrid
1824,Justin,Hamilton,28,74,315,99,DT,Cowboys,DT_RunStopper
1825,Deyon,Sizer,25,75,280,94,RE,Broncos,DE_PowerRusher
1826,Kary,Vincent Jr,22,70,185,35,CB,Broncos,CB_Slot
1827,P.J.,Locke,24,70,202,37,FS,Broncos,S_RunSupport
1828,Trey,Marshall,25,72,207,36,FS,Broncos,S_Zone
1829,Victor,Bolden Jr,26,68,178,13,WR,Lions,WR_DeepThreat
1830,Henry,Black,24,72,204,41,FS,Packers,S_Hybrid
1831,Royce,Newman,24,77,310,70,RG,Packers,G_Agile
1832,Shemar,Jean-Charles,23,70,190,22,CB,Packers,CB_MantoMan
1833,Davis,Mills,22,76,225,10,QB,Texans,QB_FieldGeneral
1834,Nate,Hall,25,74,235,47,MLB,Texans,MLB_RunStopper
1835,Benny,LeMay,23,68,215,42,HB,Colts,HB_PowerBack
1836,Jacob,Eason,23,78,231,9,QB,Colts,QB_FieldGeneral
1837,Julie'n,Davenport,26,79,315,73,LT,Colts,OT_Agile
1838,Mike,Strachan,24,77,226,17,WR,Colts,WR_Physical
1839,Robert,Windsor,24,77,290,93,DT,Colts,DT_PowerRusher
1840,Sam,Tevi,26,77,315,71,LT,Colts,OT_Power
1841,Skai,Moore,26,74,225,55,MLB,Colts,MLB_RunStopper
1842,Zaire,Franklin,25,72,239,44,MLB,Colts,MLB_RunStopper
1843,Devine,Ozigbo,24,71,225,22,HB,Jaguars,HB_PowerBack
1844,Jalen,Camp,23,74,220,12,WR,Jaguars,WR_Physical
1845,Elijah,McGuire,27,70,214,24,HB,Chiefs,HB_ElusiveBack
1846,Prince Tega,Wanogho,23,77,308,70,LT,Chiefs,OT_Agile
1847,Trey,Smith,22,78,331,65,LG,Chiefs,G_Power
1848,Dallin,Leavitt,27,70,195,32,FS,Raiders,S_Hybrid
1849,Derek,Carrier,31,75,240,85,TE,Raiders,TE_VerticalThreat
1850,Jason,Moore,26,75,215,11,WR,Chargers,WR_Physical
1851,Oday,Aboushi,30,77,315,76,RG,Chargers,G_Agile
1852,Stephen,Anderson,28,75,230,82,TE,Chargers,TE_VerticalThreat
1853,Jacob,Harris,24,77,215,87,TE,Rams,TE_VerticalThreat
1854,Juju,Hughes,23,71,188,23,FS,Rams,S_Zone
1855,Nick,Scott,26,71,200,33,SS,Rams,S_Hybrid
1856,Nsimba,Webster,25,70,180,14,WR,Rams,WR_Slot
1857,Trishton,Jackson,23,73,191,83,WR,Rams,WR_DeepThreat
1858,Xavier,Jones,24,71,208,25,HB,Rams,HB_ElusiveBack
1859,Michael,Deiter,24,78,310,63,C,Dolphins,C_Power
1860,Terrell,Bonds,25,68,182,35,CB,Dolphins,CB_MantoMan
1861,Blake,Proehl,22,74,186,13,WR,Vikings,WR_Slot
1862,Dakota,Dozier,30,76,313,78,LG,Vikings,G_Agile
1863,Rashod,Hill,29,78,309,69,LT,Vikings,OT_Agile
1864,Cameron,McGrone,21,73,234,48,MLB,Patriots,MLB_RunStopper
1865,Andrew,Dowell,24,73,225,50,MLB,Saints,MLB_PassCoverage
1866,Eric,Burrell,23,72,195,32,SS,Saints,S_RunSupport
1867,Chris,Milton,28,71,190,31,CB,Giants,CB_MantoMan
1868,RJ,McIntosh,25,76,283,90,RE,Giants,DE_RunStopper
1869,Taquan,Mizzell Sr,27,70,185,25,HB,Giants,HB_ReceivingBack
1870,Del'Shawn,Phillips,24,74,230,43,LOLB,Jets,OLB_RunStopper
1871,Lawrence,Cager,24,77,220,15,WR,Jets,WR_Physical
1872,Matt,Pryor,26,79,332,69,RT,Eagles,OT_Power
1873,Patrick,Johnson,22,74,250,48,LE,Eagles,DE_PowerRusher
1874,Shakial,Taylor,24,72,181,36,CB,Eagles,CB_MantoMan
1875,Carlos,Davis,25,74,320,73,RE,Steelers,DE_PowerRusher
1876,Dwayne,Haskins Jr,24,75,220,3,QB,Steelers,QB_StrongArm
1877,Isaiahh,Loudermilk,23,78,293,92,RE,Steelers,DE_RunStopper
1878,Tre,Norwood,22,72,192,21,CB,Steelers,CB_Zone
